type,name
gene,PLCG2
gene,NOTCH1
gene,WASF1
gene,PPP3CB
gene,PRDX6
gene,RAB7A
gene,SAP130
gene,NCOA2
gene,PHC2
gene,UBE2V2
gene,PPP5C
gene,CHEK1
gene,HHLA3
gene,MAP3K8
gene,DYNC1H1
gene,ZBTB7A
gene,TARDBP
gene,ZKSCAN7
gene,MRPL13
gene,AP2A1
gene,VDAC2
gene,ANGPT2
gene,ARID4A
gene,DCUN1D4
gene,SRSF1
gene,NUCKS1
gene,ATF4
gene,SARM1
gene,PSMA2
gene,KIF15
gene,SHARPIN
gene,KARS
gene,RGS19
gene,FBXO17
gene,CCP110
gene,BARD1
gene,HABP4
gene,RNF123
gene,RBM48
gene,FBXO3
gene,CDKL1
gene,NF2
gene,PPM1L
gene,HTT
gene,DYNC2LI1
gene,NSMAF
gene,AP3S2
gene,SNRPG
gene,NUDCD1
gene,USP13
gene,EIF3L
gene,TUFM
gene,TCOF1
gene,PDE12
gene,VDR
gene,AIMP2
gene,MIB1
gene,LASP1
gene,PSMD6
gene,VTA1
gene,IPO7
gene,BAHD1
gene,ARID2
gene,ATP13A2
gene,PES1
gene,NAE1
gene,PYGO1
gene,GAK
gene,SOCS5
gene,MAPKAPK2
gene,FBXO44
gene,RNF114
gene,PRIM2
gene,DNAJC3
gene,RABGAP1L
gene,PIGC
gene,MLLT3
gene,MRPS34
gene,F13A1
gene,MPRIP
gene,RAPGEF2
gene,ICK
gene,TXNRD1
gene,BMS1
gene,NSD1
gene,GNG3
gene,SORBS2
gene,ENC1
gene,PRKACB
gene,KMT2A
gene,PTPRE
gene,FNDC3A
gene,ELOB
gene,ZXDC
gene,NDUFB9
gene,GADD45B
gene,WDTC1
gene,TRAPPC8
gene,ARIH2
gene,HERPUD1
gene,MYO5A
gene,E2F1
gene,GIT1
gene,WDHD1
gene,BTG1
gene,MED18
gene,USP34
gene,DYNC1LI2
gene,GSTP1
gene,HIST1H3E
gene,ESR1
gene,TFPI
gene,DHX33
gene,MRPS5
gene,GADD45GIP1
gene,RIF1
gene,LRP1
gene,CCT5
gene,GSK3B
gene,NRF1
gene,PRKAG1
gene,MDFI
gene,CDCA7L
gene,VDAC1
gene,RHEB
gene,UCHL5
gene,CYTH2
gene,TRIM8
gene,PPP2R1A
gene,TRIM27
gene,NPC1
gene,GMNN
gene,ZC3H12A
gene,DVL1
gene,ZNF830
gene,FXR2
gene,RUNX1
gene,TUBB3
gene,WLS
gene,SFN
gene,SEC23IP
gene,POLR3K
gene,NCSTN
gene,TADA2A
gene,SMARCAD1
gene,SOX9
gene,SF3B6
gene,TMED9
gene,VPS36
gene,AP1B1
gene,ZC3H10
gene,EXOSC10
gene,RPSA
gene,TRIP11
gene,QKI
gene,FANCC
gene,ETV4
gene,IPO8
gene,MRPL3
gene,RAB5C
gene,XRN2
gene,CDCA8
gene,SART3
gene,PRKCQ
gene,ATXN7L3
gene,RPS15A
gene,HNRNPA3
gene,NDFIP1
gene,RBL2
gene,PKN2
gene,NELFA
gene,XPA
gene,PPP4C
gene,NCOA1
gene,UCN
gene,TACC1
gene,TPT1
gene,EIF4A2
gene,SDCCAG3
gene,DIS3L
gene,APPBP2
gene,SP1
gene,RHOB
gene,HAUS1
gene,ADA
gene,ATG5
gene,KMT2B
gene,RDX
gene,YWHAZ
gene,CTDP1
gene,MAP2K5
gene,BRAP
gene,APOA1
gene,BRMS1L
gene,ATG14
gene,CIITA
gene,VASP
gene,FEM1B
gene,UBE2L6
gene,COG4
gene,TMEM173
gene,RPL24
gene,RND2
gene,SMARCA2
gene,RPL27A
gene,DCLRE1A
gene,AXIN2
gene,CREB3
gene,KLF2
gene,TARS
gene,ANAPC2
gene,PLOD2
gene,PFDN1
gene,RBM23
gene,ARHGEF7
gene,DNAJA3
gene,FBRS
gene,CKS2
gene,CDK5RAP3
gene,UBE2J1
gene,MRM1
gene,TXN
gene,SMC3
gene,SLC38A9
gene,MRPL30
gene,SNUPN
gene,ZNHIT1
gene,ATXN10
gene,MED25
gene,HSPA9
gene,DIS3
gene,CBX6
gene,SPP1
gene,CAV2
gene,NPR2
gene,SEC61A1
gene,LAPTM4B
gene,STX18
gene,EZR
gene,ACTB
gene,SSRP1
gene,POP1
gene,CDK13
gene,KRT8
gene,IREB2
gene,CHORDC1
gene,PRKCB
gene,MED20
gene,SUMO1
gene,RAB5B
gene,RGP1
gene,BMP2K
gene,MAML1
gene,PSEN1
gene,RAB34
gene,ANAPC10
gene,VLDLR
gene,USPL1
gene,KDELR1
gene,UMPS
gene,PBXIP1
gene,EBNA1BP2
gene,PEBP1
gene,AP3M1
gene,CDK7
gene,APPL1
gene,MRTO4
gene,UBE2N
gene,EDEM3
gene,SSSCA1
gene,PHB
gene,KMT2C
gene,FAM208B
gene,EID3
gene,RABIF
gene,FAM175B
gene,RAD52
gene,DCTN5
gene,NCAPD3
gene,ZNF417
gene,THOC3
gene,CASP8AP2
gene,HSP90B1
gene,HMGB1
gene,BCCIP
gene,UTRN
gene,NCAPD2
gene,PAN2
gene,CENPO
gene,COPS4
gene,RPL8
gene,ZBTB24
gene,TCERG1
gene,MTUS1
gene,TANK
gene,JAK2
gene,BNIP3
gene,GFAP
gene,UBE4A
gene,SIAH2
gene,DRG1
gene,SEPT9
gene,CDC42SE2
gene,MTX2
gene,FKBPL
gene,ZNF24
gene,IPO4
gene,PINK1
gene,OXCT1
gene,FAM117B
gene,SYK
gene,AKT2
gene,CDK14
gene,PRPF38A
gene,TUBB2A
gene,THAP1
gene,EPM2A
gene,RHOBTB3
gene,USP36
gene,SMYD3
gene,UBAC2
gene,FZR1
gene,ACVR2A
gene,HIP1R
gene,MAPK8IP3
gene,CNOT7
gene,SMC5
gene,RPS6KB2
gene,TCTN2
gene,PFDN6
gene,BANF1
gene,DDX54
gene,SART1
gene,STAM2
gene,FBXO11
gene,ZNF239
gene,LPAR2
gene,OLA1
gene,PTPN22
gene,ABI1
gene,LSM7
gene,NFU1
gene,EPS8
gene,RNF126
gene,RAD21
gene,TOR1AIP2
gene,BRAF
gene,ICE1
gene,GBF1
gene,CSNK2A1
gene,KCNMA1
gene,ACTR1A
gene,NME1
gene,MRPL32
gene,MAD2L2
gene,THOC1
gene,GIPC1
gene,ZYX
gene,EPB41L2
gene,G3BP2
gene,SEPHS1
gene,CDKN1B
gene,IFT88
gene,PTGES
gene,CCM2
gene,PARD6A
gene,EZH1
gene,MTBP
gene,RPS6KA2
gene,BOP1
gene,MYO1C
gene,UBTF
gene,RBBP4
gene,ELP4
gene,FAS
gene,IRF9
gene,IPO5
gene,UBA3
gene,MRPL46
gene,PEAK1
gene,SRF
gene,FNIP1
gene,PIK3R1
gene,MED26
gene,UNC45A
gene,SYMPK
gene,CCDC14
gene,ARHGEF12
gene,SLA
gene,ERLEC1
gene,BCL2A1
gene,MXD1
gene,SDHB
gene,XPO1
gene,DCTN3
gene,BRMS1
gene,CHML
gene,DNAJC9
gene,PKD1
gene,WDR5
gene,MAP4K1
gene,OTUD7B
gene,CPSF1
gene,EIF2B4
gene,DOCK9
gene,GATSL3
gene,SHMT2
gene,ING1
gene,UBR4
gene,PKM
gene,DCAF8
gene,SNAPIN
gene,MYO5C
gene,BCL7A
gene,SNX17
gene,GORASP1
gene,RPS12
gene,HSPA4
gene,RUNDC3A
gene,DCN
gene,PEX14
gene,MAVS
gene,TGFBR1
gene,ATP6V1F
gene,UQCRFS1
gene,ALYREF
gene,MIB2
gene,PFN1
gene,CHAF1B
gene,NDUFA12
gene,USP33
gene,GADD45G
gene,RAF1
gene,SNRPD2
gene,PGAM5
gene,PSMD12
gene,SH3BP2
gene,TRIM29
gene,ZFYVE19
gene,IFT81
gene,GEMIN7
gene,EEF1A2
gene,HMGB2
gene,TCEA1
gene,CYC1
gene,MCM4
gene,GTF2H3
gene,NCKAP1
gene,EME1
gene,VPS52
gene,DBF4
gene,FCHO2
gene,CEBPB
gene,RPL7L1
gene,CFAP20
gene,FIBP
gene,DNA2
gene,IL6ST
gene,GRHPR
gene,NEK1
gene,PRNP
gene,ABL2
gene,CEP57
gene,CBFA2T2
gene,PPIA
gene,MUTYH
gene,PTRH2
gene,SH2B1
gene,CUL2
gene,DYRK1B
gene,ATF1
gene,NACC1
gene,MARK4
gene,ZC3HC1
gene,TICAM1
gene,CYCS
gene,SOGA1
gene,GGA3
gene,BECN1
gene,CEP70
gene,TNFRSF11A
gene,KLHL22
gene,NFE2L3
gene,SYNRG
gene,RAB2A
gene,FCHSD2
gene,SAFB
gene,COMMD7
gene,BTG2
gene,PNO1
gene,ZCCHC10
gene,COPS8
gene,PDHB
gene,DYNC1I1
gene,KCTD5
gene,SPSB1
gene,GLMN
gene,DCTN6
gene,NDUFA9
gene,RGS12
gene,RFC2
gene,ADRB2
gene,NUPR1
gene,CDKN1A
gene,ANAPC1
gene,PPP6R1
gene,SSBP1
gene,RPL13
gene,EIF2B2
gene,YLPM1
gene,POLD4
gene,FAN1
gene,DCAF6
gene,RPL29
gene,MYBL1
gene,KCTD17
gene,MPI
gene,GLI2
gene,NSUN2
gene,CITED2
gene,XRCC6
gene,MRPL17
gene,PIGK
gene,RPN2
gene,MRPS7
gene,INTS6
gene,CHD3
gene,XAB2
gene,CHMP4A
gene,NHEJ1
gene,BLMH
gene,DYNLRB1
gene,IKZF1
gene,RAP1GDS1
gene,PRDM1
gene,SMAD1
gene,FBXL3
gene,KIF5A
gene,TRIM5
gene,ADRM1
gene,GPS2
gene,GTF3C1
gene,SNAPC1
gene,RACK1
gene,FBF1
gene,ATRIP
gene,ATG10
gene,RAB5A
gene,ERH
gene,IGFBP4
gene,CEBPG
gene,NOTCH2NL
gene,RERE
gene,MAFK
gene,FAM107A
gene,TFRC
gene,CDC14A
gene,TRIO
gene,SPG21
gene,UBXN7
gene,ATP6V1A
gene,LIN7B
gene,SATB1
gene,XAF1
gene,ZNF451
gene,RNF32
gene,SENP1
gene,PMS2
gene,VAV2
gene,LMO7
gene,MNS1
gene,CRTC2
gene,FYCO1
gene,MAPRE3
gene,ACTR6
gene,NUP62
gene,DUSP16
gene,PBX1
gene,FAM8A1
gene,NOP2
gene,SOCS2
gene,TAF2
gene,CDYL
gene,IFT57
gene,AGO4
gene,KIAA0930
gene,POLR3C
gene,FBXO18
gene,GAN
gene,BNIP3L
gene,MRPL12
gene,ANK2
gene,PAFAH1B2
gene,RIPK3
gene,PURA
gene,CD40
gene,AXIN1
gene,NLRC4
gene,NSL1
gene,TNFAIP3
gene,NEDD8
gene,USP12
gene,RCSD1
gene,RPS17
gene,PHF19
gene,COG2
gene,AP2A2
gene,VPS35
gene,TRAPPC3
gene,EFEMP2
gene,AARSD1
gene,SMAD4
gene,PATZ1
gene,PEF1
gene,RPS8
gene,RBM14
gene,TPM2
gene,NOS3
gene,GINS2
gene,ATP6V1G1
gene,SREBF2
gene,NOMO1
gene,TOMM22
gene,MSL2
gene,PPIL4
gene,GOSR1
gene,JMJD6
gene,SMURF1
gene,KIF3B
gene,JAK1
gene,FGF2
gene,RANBP1
gene,YY1AP1
gene,BIN1
gene,TUBB6
gene,NQO1
gene,FAM104A
gene,MGA
gene,FARP2
gene,MKNK1
gene,TNFRSF18
gene,CENPP
gene,REL
gene,SORL1
gene,TOE1
gene,ABI2
gene,BLOC1S1
gene,UQCRB
gene,PPIE
gene,UPF3A
gene,PHF5A
gene,TAF6
gene,ASXL1
gene,WDR4
gene,MRAS
gene,GNAI1
gene,PRDX5
gene,VPS41
gene,LIFR
gene,HERC3
gene,TRA2A
gene,TCF12
gene,GADD45A
gene,MCMBP
gene,EPOR
gene,MAP3K12
gene,DOCK7
gene,TRPV1
gene,MEAF6
gene,POLR2D
gene,KLC2
gene,CNOT10
gene,GSS
gene,LYAR
gene,MRPL44
gene,BAG5
gene,ZW10
gene,MKRN2
gene,MDM2
gene,GZF1
gene,PSMD8
gene,CENPJ
gene,PRKAG2
gene,MAT2B
gene,CD2AP
gene,THRAP3
gene,FRAS1
gene,CRACR2A
gene,LAPTM5
gene,USP7
gene,SLC4A1AP
gene,ERCC8
gene,ZBTB48
gene,ARL1
gene,LHX4
gene,KRIT1
gene,PRR14
gene,TGM2
gene,GNG2
gene,DCP1A
gene,RAB3A
gene,SNX27
gene,DNAJB2
gene,ZSCAN20
gene,IL1R1
gene,CAV1
gene,PLD2
gene,NSMCE1
gene,FLCN
gene,ZFPM2
gene,CEP135
gene,AP3D1
gene,CHD1
gene,PLA2G4A
gene,XPNPEP1
gene,PRKAR2B
gene,MRPL41
gene,TXNDC9
gene,IRF8
gene,TGIF1
gene,DDX20
gene,RNF34
gene,KIAA0753
gene,SWI5
gene,CNNM3
gene,EEF1G
gene,WDR33
gene,WDR48
gene,STAM
gene,CDC25B
gene,CDC25A
gene,PSMD1
gene,CORO7
gene,POFUT1
gene,AQR
gene,PICALM
gene,TAF4
gene,PLK2
gene,DLG2
gene,RFXANK
gene,PSMB5
gene,DDX1
gene,TRMT10C
gene,CEBPA
gene,RHOJ
gene,MED23
gene,UTP6
gene,CLIP1
gene,PAFAH1B1
gene,SHCBP1
gene,HOMER1
gene,RPL28
gene,GNA11
gene,ENO3
gene,ITGB1BP1
gene,HSPH1
gene,NUS1
gene,SMARCD1
gene,INTS3
gene,USP8
gene,SH3GL1
gene,IDE
gene,GFM1
gene,MOV10
gene,RRAGD
gene,DFFA
gene,PLAT
gene,TES
gene,ACTR10
gene,DYNLL2
gene,USHBP1
gene,CSF3R
gene,ACTL6A
gene,SENP6
gene,CASP7
gene,GLUL
gene,IGF1
gene,GORAB
gene,CEBPD
gene,NTRK2
gene,GPN3
gene,GLTSCR2
gene,GATA2
gene,ITSN2
gene,SH3BP4
gene,NCOA6
gene,TOM1L1
gene,CYBRD1
gene,EPB41
gene,RPA2
gene,DHX38
gene,PARP2
gene,LUC7L
gene,ATG3
gene,TGS1
gene,SENP8
gene,HERC1
gene,CDKN2AIP
gene,GATAD2A
gene,ADSS
gene,TP53RK
gene,PRPF4
gene,NABP1
gene,IVNS1ABP
gene,UBA2
gene,IQGAP1
gene,GPX1
gene,SOS2
gene,LIN7C
gene,MRPS27
gene,ADAM15
gene,MEN1
gene,BCAR3
gene,POLH
gene,RXRB
gene,UBE2E2
gene,TWIST2
gene,PAQR3
gene,FBXO30
gene,OSBPL9
gene,HEY2
gene,PLXNA1
gene,LGALS3BP
gene,FMNL1
gene,FBXO6
gene,BABAM1
gene,STAU2
gene,MAP2K3
gene,PPP2R5B
gene,DEK
gene,INTS5
gene,MRPL52
gene,MTDH
gene,PGBD1
gene,PLEKHB1
gene,ZHX2
gene,GCLC
gene,RABGAP1
gene,PRMT5
gene,ATN1
gene,MAZ
gene,ZHX1
gene,KRT1
gene,ERLIN1
gene,STYX
gene,UBE2K
gene,IKBKE
gene,CCT6B
gene,AMBRA1
gene,PPP4R1
gene,CWC22
gene,SNX9
gene,KIF3A
gene,RXRA
gene,CCT2
gene,ASCC3
gene,UBE3C
gene,AP3S1
gene,HIVEP3
gene,PPP2CA
gene,AP1M1
gene,ARHGEF3
gene,TAP2
gene,CASP1
gene,PPP1R10
gene,DCAF4L1
gene,FBXW7
gene,RAB1B
gene,RECQL4
gene,DBT
gene,PPP1R7
gene,ORC5
gene,DUSP22
gene,MRPS23
gene,KHDRBS3
gene,NPHP4
gene,GTPBP4
gene,ZBTB16
gene,TOR1AIP1
gene,PIGT
gene,RINT1
gene,SGCD
gene,GNG5
gene,INSIG2
gene,TACC3
gene,TMED2
gene,ZNF644
gene,DYNC1I2
gene,IFIT5
gene,S100A13
gene,MCPH1
gene,GNA12
gene,OIP5
gene,LDLR
gene,MRPL9
gene,TRAPPC4
gene,SLC25A4
gene,BRIX1
gene,MSH2
gene,PEG3
gene,RCOR1
gene,GSN
gene,POLR1E
gene,PMEPA1
gene,GANAB
gene,SRSF9
gene,CPSF6
gene,PMAIP1
gene,ZNF707
gene,RBM17
gene,LIN52
gene,WDR34
gene,RAD51C
gene,HOOK3
gene,RPL4
gene,POLA2
gene,BLOC1S2
gene,MLF1
gene,CDKN2B
gene,APH1A
gene,POLR3A
gene,RAD54B
gene,CLTB
gene,GHITM
gene,PRKRA
gene,COQ5
gene,ITGB1
gene,WDR62
gene,PPM1B
gene,PLAGL1
gene,ITGA5
gene,EIF3D
gene,RGS16
gene,KIT
gene,CAMK2D
gene,XPNPEP3
gene,GAB1
gene,DNAJC5
gene,ORC4
gene,TEC
gene,ZEB2
gene,UBE2G1
gene,MRPL51
gene,GNAQ
gene,KBTBD8
gene,CSNK1G1
gene,ATR
gene,HECTD3
gene,TMEM106B
gene,GABARAPL2
gene,AKAP9
gene,ERCC3
gene,MET
gene,ARNT2
gene,SPC24
gene,ABCC4
gene,PPM1G
gene,LAMTOR1
gene,EZH2
gene,EEF1E1
gene,POLDIP3
gene,DCAF4
gene,ARAP1
gene,SRC
gene,THRA
gene,POP5
gene,IL1RAP
gene,MMS22L
gene,CCND3
gene,FBXO22
gene,VAMP4
gene,DNAJB12
gene,NME3
gene,PKN1
gene,EMC9
gene,RPL12
gene,NCOA4
gene,EDF1
gene,BCL2L12
gene,SEC23A
gene,UBE2B
gene,KLHDC10
gene,DNAJC7
gene,CDK20
gene,PSMA7
gene,MAP4K2
gene,GNAO1
gene,RUNX3
gene,TRIM21
gene,COPE
gene,USP28
gene,VTI1B
gene,DCTPP1
gene,POLR3G
gene,PTBP2
gene,DUSP1
gene,CTSL
gene,EIF2D
gene,GATAD1
gene,SLMAP
gene,RALY
gene,SMG9
gene,SERPINF1
gene,KDM5A
gene,COMMD5
gene,EEF2KMT
gene,EIF2B5
gene,SRP19
gene,CHD1L
gene,TAB2
gene,YTHDC1
gene,DLL1
gene,PCGF6
gene,PTPN4
gene,THOC5
gene,AZIN1
gene,MAP1A
gene,MLLT1
gene,FASN
gene,BIRC3
gene,SH3RF2
gene,APTX
gene,SCO1
gene,ISG15
gene,CNOT4
gene,SRSF10
gene,TBC1D15
gene,GPBP1
gene,ARCN1
gene,PREX1
gene,RAB11FIP4
gene,HNRNPAB
gene,NUP88
gene,GTF2H1
gene,LRPAP1
gene,UNC13B
gene,MED29
gene,RNF144B
gene,PDRG1
gene,BRI3
gene,ERCC6
gene,KNSTRN
gene,TNIP2
gene,ATF7IP2
gene,PDGFRB
gene,LEPR
gene,ERN1
gene,EMC1
gene,BMPR1A
gene,VPS37B
gene,PSMD3
gene,TK1
gene,CIC
gene,RAB11A
gene,MKS1
gene,UGP2
gene,WIPF2
gene,TAF8
gene,RMND5A
gene,INO80D
gene,IFT22
gene,MIER2
gene,BTBD1
gene,PYCR1
gene,AEBP2
gene,NDUFB3
gene,RBM15
gene,RPS6KB1
gene,ZER1
gene,MCM3
gene,NR3C2
gene,NANP
gene,USP37
gene,PPP1R9B
gene,SIRPA
gene,PDE4DIP
gene,IKZF4
gene,SUPT20H
gene,GINS3
gene,IFIT1
gene,TLK2
gene,SSH1
gene,RTN1
gene,AKT1S1
gene,BCLAF1
gene,ELP2
gene,POR
gene,NOTCH2
gene,DLC1
gene,SMG7
gene,DHX16
gene,HINT1
gene,CREB5
gene,KSR1
gene,AHNAK
gene,MRPL49
gene,ADAM9
gene,MAK16
gene,EP400
gene,UIMC1
gene,ACO1
gene,TJP1
gene,HRAS
gene,NR2C2
gene,PPM1A
gene,TRIM41
gene,CEP44
gene,SPG20
gene,CENPN
gene,RHOT2
gene,RAD51D
gene,INSIG1
gene,GPAA1
gene,LIMA1
gene,DDX39B
gene,SMARCA5
gene,RAB8A
gene,NPM1
gene,TNFRSF1A
gene,NCBP1
gene,TSSK6
gene,AZI2
gene,AP1G1
gene,VPS16
gene,RNF125
gene,SEC24A
gene,NUP205
gene,ARMC8
gene,RIC8B
gene,SUDS3
gene,PDPK1
gene,ARPC1B
gene,POLI
gene,SHOC2
gene,NUDT12
gene,ATP1A1
gene,NUP98
gene,TGFBRAP1
gene,NCF4
gene,WIZ
gene,CDH5
gene,ZMYM4
gene,MEF2D
gene,RFX1
gene,POLR1C
gene,HTATIP2
gene,TRA2B
gene,HSPE1
gene,POC1A
gene,VIPAS39
gene,MCM7
gene,TPX2
gene,VDAC3
gene,PTTG1
gene,NAA15
gene,RPLP0
gene,SLX1A
gene,DNM2
gene,NOP10
gene,YAP1
gene,F2R
gene,SUPT16H
gene,FBLN2
gene,MST1R
gene,KLHL29
gene,SIRT6
gene,JUN
gene,NSF
gene,TFDP2
gene,COMMD10
gene,LGALS3
gene,GEMIN2
gene,RANBP10
gene,TRAPPC2L
gene,PIKFYVE
gene,PSMA4
gene,PYGM
gene,ARPC5
gene,NUP93
gene,UBE2E3
gene,KCNB1
gene,NFASC
gene,ANKFY1
gene,EXT2
gene,RPS23
gene,CUL7
gene,TRAPPC1
gene,CHP1
gene,PARP10
gene,KIF2C
gene,SETD2
gene,NIPBL
gene,LIN9
gene,XRCC1
gene,RABEP1
gene,DLGAP4
gene,SNAPC2
gene,CHD8
gene,NDUFS8
gene,SHQ1
gene,FGR
gene,GPHN
gene,HSPA5
gene,NAV2
gene,CDC42EP3
gene,C1D
gene,KDM4D
gene,TBKBP1
gene,USP54
gene,FECH
gene,COX4I1
gene,RPS18
gene,PEX19
gene,TIMMDC1
gene,NABP2
gene,CYFIP2
gene,DCAF16
gene,MAP4K5
gene,JKAMP
gene,PPARA
gene,SNTA1
gene,DGCR8
gene,PEX2
gene,CLUAP1
gene,ZMIZ2
gene,FLNB
gene,TBL2
gene,MTMR3
gene,N4BP1
gene,S100A6
gene,WDFY3
gene,TRIP12
gene,RCOR2
gene,RAD51B
gene,FAM32A
gene,IMP3
gene,RUNX1T1
gene,RABL6
gene,DBR1
gene,DSTN
gene,ZC3H3
gene,ACE
gene,PPP3CC
gene,EIF5A
gene,TAF5L
gene,MYLIP
gene,DYRK1A
gene,KATNA1
gene,COL5A1
gene,SETDB1
gene,ZNF33A
gene,ERRFI1
gene,TOMM40
gene,EGLN3
gene,LDHB
gene,PPFIA3
gene,FER
gene,PASK
gene,CASP8
gene,SEPT10
gene,PLK3
gene,UBE2T
gene,ACP1
gene,PRDX3
gene,DOCK1
gene,RAE1
gene,MPHOSPH8
gene,TBL1XR1
gene,COG7
gene,ACACA
gene,CEP170
gene,HES1
gene,WRAP73
gene,CEP78
gene,SOX4
gene,ZNF131
gene,RNASEH2A
gene,SIRT3
gene,ZNF232
gene,KIAA1671
gene,TIMM17A
gene,PTTG1IP
gene,RNF138
gene,YIPF3
gene,BTBD9
gene,CD81
gene,FKBP2
gene,ANKRA2
gene,REEP5
gene,PSMB9
gene,ATP5H
gene,NEDD1
gene,NUP37
gene,SSU72
gene,KCTD13
gene,PATL1
gene,TOM1
gene,CEP68
gene,RCAN1
gene,TAF1C
gene,MYH10
gene,EIF2B1
gene,APEH
gene,GINS4
gene,MLLT10
gene,CALM3
gene,BZW1
gene,CD3EAP
gene,UBE2Q1
gene,IFI35
gene,BET1L
gene,HAUS8
gene,ATXN1L
gene,DDX56
gene,TMEM33
gene,RSRP1
gene,NDUFAF4
gene,ARF1
gene,REPS1
gene,ACTN2
gene,CD22
gene,COX18
gene,TFG
gene,TNFAIP1
gene,HHEX
gene,RNF185
gene,EIF3I
gene,FHL2
gene,VPS45
gene,TRIM9
gene,XPC
gene,DNM1L
gene,PPL
gene,ERCC5
gene,SDCBP2
gene,CHD4
gene,YKT6
gene,ORC3
gene,STXBP1
gene,SEC16A
gene,IL7R
gene,PCYT1A
gene,SPRY2
gene,USP19
gene,SAV1
gene,CAPZA2
gene,ABCA1
gene,ZFYVE9
gene,PLEKHG5
gene,MDH1
gene,ACTR8
gene,APLP2
gene,PHGDH
gene,OPTN
gene,NDUFA13
gene,DCPS
gene,URI1
gene,ROCK1
gene,ORC1
gene,HSPBP1
gene,HAUS4
gene,PTMA
gene,TTC1
gene,OGDH
gene,IL4R
gene,PLA2G2A
gene,GBA
gene,ACAD9
gene,SMARCC2
gene,TPD52
gene,NDUFAB1
gene,ATXN7
gene,NDUFS2
gene,PPARD
gene,CDKN1C
gene,TMPO
gene,RALB
gene,SRP14
gene,SPAG9
gene,PTGIR
gene,LRRK2
gene,ACVR2B
gene,ZSCAN32
gene,APBA3
gene,B2M
gene,HERC2
gene,SRP68
gene,TUBG1
gene,TBPL1
gene,NOP9
gene,HNRNPDL
gene,PLAGL2
gene,BACH2
gene,EIF4G2
gene,TFCP2
gene,WRNIP1
gene,FBXO2
gene,RASA3
gene,PLRG1
gene,CHMP4C
gene,STAMBP
gene,PPP2CB
gene,MGRN1
gene,TGFB1
gene,MAF
gene,PAAF1
gene,SKI
gene,CRKL
gene,CAT
gene,SYF2
gene,PDLIM1
gene,EMILIN1
gene,LDHA
gene,EDEM1
gene,PMPCB
gene,TDP1
gene,FLNC
gene,WDR1
gene,PARD6G
gene,FAM122A
gene,CEP128
gene,HK2
gene,TP53INP1
gene,CCNB1IP1
gene,LRR1
gene,DNAJC2
gene,SPATA5
gene,DSN1
gene,ACD
gene,CERCAM
gene,IRF2BP2
gene,DCLRE1C
gene,MYLK
gene,HECW2
gene,ANLN
gene,VPS26B
gene,PHF1
gene,KIF2A
gene,FAM161A
gene,SEPT8
gene,PARP9
gene,RHOC
gene,COG5
gene,KLHL7
gene,RUVBL1
gene,NPHP1
gene,CUL1
gene,FRA10AC1
gene,PTPN23
gene,TPPP
gene,CSRNP2
gene,SERPINA3
gene,OTUD3
gene,GTF2H5
gene,H3F3B
gene,CD163
gene,WBP4
gene,CLASP2
gene,RARG
gene,TAF9
gene,TNFRSF14
gene,BMPR1B
gene,PITPNM2
gene,PCMT1
gene,MEX3C
gene,SHC3
gene,BICD1
gene,RABEP2
gene,MED30
gene,FKBP1A
gene,LAMC1
gene,MAP4
gene,ALG1
gene,TTF2
gene,DMAP1
gene,H6PD
gene,SLC25A17
gene,PPP1R13L
gene,SENP7
gene,PACRG
gene,ZSCAN9
gene,RPAP1
gene,MRPS28
gene,PRRC2A
gene,SUCLG2
gene,CHMP1A
gene,MINOS1
gene,DESI1
gene,KLRK1
gene,CLIP3
gene,GAS6
gene,CCDC12
gene,SBF2
gene,COX15
gene,FOSL2
gene,TTC21B
gene,CCNK
gene,SORBS3
gene,SPTBN1
gene,PABPC1
gene,CTNNAL1
gene,PSENEN
gene,AKTIP
gene,EMG1
gene,YBX1
gene,HIPK1
gene,AFF3
gene,ARHGAP17
gene,AKAP7
gene,MRPS14
gene,WWTR1
gene,SYNE2
gene,APBB3
gene,NUCB1
gene,SGK3
gene,NOC4L
gene,FBXL22
gene,PAGR1
gene,ARHGAP35
gene,ZNF687
gene,PTPN11
gene,SEPT5
gene,GALNT2
gene,RBM15B
gene,LCORL
gene,POM121
gene,CUL5
gene,TRAF4
gene,VGLL4
gene,VPS8
gene,ZFP36
gene,ENY2
gene,SMN1
gene,MAGI1
gene,JADE1
gene,DOK4
gene,SNX1
gene,KANSL1
gene,TNFSF10
gene,C1QBP
gene,CAPZB
gene,DST
gene,SLU7
gene,SCAPER
gene,DCAF10
gene,E2F6
gene,AHCYL1
gene,IMP4
gene,VAV3
gene,MFSD5
gene,INTS12
gene,CTU1
gene,ARNTL2
gene,VAMP3
gene,CLASP1
gene,CDC37
gene,TPRKB
gene,MYL2
gene,SNX4
gene,COPRS
gene,MED21
gene,RANBP3
gene,DERL2
gene,ITGA6
gene,TAGLN
gene,PDS5A
gene,GOSR2
gene,DDX24
gene,RRAD
gene,NUP35
gene,IFNGR1
gene,COX6B1
gene,RPS13
gene,SRSF6
gene,TRIM23
gene,NAA40
gene,CORO1B
gene,HMG20B
gene,AKAP2
gene,PHKB
gene,CNTNAP1
gene,PEX6
gene,NSRP1
gene,SLC25A1
gene,RFC3
gene,AREL1
gene,H1FX
gene,UFC1
gene,FBLIM1
gene,SNX24
gene,PSMD2
gene,EIF3E
